Dao_title,categories,about,blockchain,followers
blockchain capital dao,['Investment'],"A leading venture firm in the blockchain industry
 In the last 8 years we have made over 125 investments in companies and protocols in the sector, across different stages, geographies and asset types.
",Ethereum,54400.0
terraform labs dao,['Protocol'],"Crypto fintech firm that is building a decentralized price-stable cryptocurrency that will gain usage as a means of payment at massive scale through an alliance of large commerce partners across the globe
",Ethereum,47700.0
alpha dao,"['other', 'other', 'other', 'other']","Alpha DAO is a community-based NFT DAO formed around the Merge by Pak drop.
",,0.0
ethermore dao,"['other', 'other', 'other']","A DAO based RPG
",,0.0
robo frens dao,['Collector'],"Connecting like-minded individuals in Web3
 We’re a community-driven NFT project. Our NFTs are made up with over one hundred exciting traits. Each robo fren is a unique, non-fungible token (NFT) on the Ethereum blockchain. Holding our NFT allows you to participate in coordinating The Treasury. The Treasury will be seeded with ETH after the public sale ends (plus 50% royalties)! Holders can vote for experiences, activations and campaigns that benefit the community.
",,0.0
teddy cash dao,"['Investment', 'Protocol']","Investment DAO supporting and investing in innovative Avalanche projects.
 Teddy Cash is a decentralized borrowing protocol with interest-free loans on Avalanche
",Avalanche,0.0
cre8rdao,"['DeFi', 'other']","DeFi’s Content Marketing Agency
",Ethereum,7000.0
dego finance dao,"['Social', 'Investment']","An independent but open NFT ecosystem that draws users to enter blockchain space, where anyone could issue NFT, launch mining, auction, trading and so on, taking care of the life cycle of an NFT.
",Ethereum,289900.0
utopia labs dao,['DAO Tools'],"System for managing contributor payments, expenses, and more for DAO
",Ethereum,13700.0
polis dao,['other'],"Stake, swap, trade, and engage with a vibrant community building the future of payments
",Binance,3500.0
for loot and glory dao,['Entertainment'],"The For Loot And Glory’s guild is a community of players specialized in NFT Play to Earn
 Through our Guild Vault and $FLAG Token we will have the ability to know at any given time how many current members are active in each game. It also makes it possible to create events to support the needs of the members and reward them with a portion of the profits in the form of “Royalties” that the guild generates based on their commitment.
",,0.0
marnotaur dao,"['DeFi', 'Protocol']","A liquidity protocol for secure undercollateralized margin; fully compatible with any other DeFi protocol or network, enabling traders, farmers and keepers to multiply their gains
 Marnotaur enables the most important liquidity operations in DeFi.
",Ethereum,80400.0
yield guild games dao,['other'],"YGG IS A PLAY-TO-EARN GAMING GUILD
 YGG IS A PLAY-TO-EARN GAMING GUILD, BRINGING PLAYERS TOGETHER TO EARN VIA BLOCKCHAIN-BASED ECONOMIES. WE ARE THE SETTLERS OF NEW WORLDS IN THE METAVERSE
",Binance,299700.0
vesper finance dao,"['DAO Tools', 'DeFi']","Platform for easy-to-use DeFi products
",Ethereum,23900.0
parrot defi dao,"['other', 'other', 'other']","Parrot DeFi is a decentralized yield farming and NFTs multi-chain platform, committed to support the future of DeFi.
",,0.0
trusted node dao,"['Investment', 'other']","Earn the rewards you deserve on the coins you love.
 Trusted Node is a decentralized,non-custodial validator service and governance hub enabling
users to participate in PoS blockchain rewards and governance without the need to personally
operate the validator nodes. Trusted Node DAO and its partners own and operate an array of
validator nodes. Users have the ability to delegate coins to their chosen PoS networks, and
rewards are subsequently distributed back to them.Depending on the platform’s feature utilized,
rewards will be paid in blockchain native token, liquid derivatives,or Trusted Node token
(TNODE).
",,0.0
crypto unicorns dao,['Gaming'],"A digital pet collecting and farming game, built on blockchain
 Blockchain-based gaming is a nascent industry and we expect changes as we build fun and engaging titles under this new economic paradigm. It’s our goal to embrace the core fundamental tenets of player ownership and forge into this new space as a developer. Our hope is that Crypto Unicorns will introduce millions of new players around the world to the benefits of in game asset ownership and the wider Web3 movement.
",Ethereum,37100.0
grailersdao,['Investment'],"GrailersDAO is a community focused on supporting and collecting high end ‘grail’ art NFTs
 GrailersDAO is a community focused on supporting and collecting high end ‘grail’ art NFTs (with a particular affinity for generative art and Art Blocks). We aim to support generative artists and the broader generative art ecosystem.
",Ethereum,1600.0
snook dao,['Gaming'],"Multi-player, skill-based game that rewards your talent, skill and persistence with NFTs
",Ethereum,60700.0
apeswap dao,['DeFi'],"A decentralized exchange that gives users access to different financial markets for lending, payments, staking, and derivatives.
",Binance,289600.0
smartdoge dao,"['other', 'other', 'other']","Formerly a dog, currently working on a prediction market, lending solution and more on SmartBCH!
",,0.0
buzzed bear plazza dao,"['other', 'other', 'other', 'other']","We are a community of intelligent, talented individuals who want to build an organization that we can be proud of. When you purchase one of our NFTs, you’re not just buying a creative, whimsical piece of art.
",,0.0
mergedao,['other'],"| The Quest To Become A Singularity | We Will Not Go Extinct | 5 Largest Mass |
",,0.0
rei  network dao,"['other', 'other', 'other', 'other']","REI was developed for the evolution trend of the #Blockchain, to achieve a lightweight, EVM compatible, higher performance, and no fee blockchain framework
",,0.0
geojam dao,['other'],"$JAM redefines the existing creator economy by creating a virtuous cycle for creative communities.
",,0.0
electric coin company dao,['DeFi'],"ECC builds and supports technology to provide people with access to a fair and open currency — regardless of location or demographic. Inventors of Zcash.
",Binance,87500.0
decentraland dao,['Protocol'],"A VR metaverse plaftorm DAO-controlled by users, Decentraland offers land plots and tools for users to access, play, create, exhibit, monetize and trade digital content; See also a more thorough
",Ethereum,641900.0
aavegotchi dao,['Protocol'],"Digital frens for the crypto generation! Aavegotchis are playable #NFTs with a #DeFi  Join the frenliest community in crypto: http://discord.gg/aavegotchi
 Aavegotchi is a DeFi-enabled crypto collectibles game developed by Singapore-based Pixelcraft Studios that allows players to stake Non-fungible tokens (NFTs) avatars with interest-generating tokens and interact with the Aavegotchi metaverse. It is a unique combination of Decentralized Finance (DeFi) and NFTs.",Ethereum,155000.0
fuji dao,"['DeFi', 'DAO Tools']","Low-cost, sustainable DeFi & NFT ecosystem native on the Energy Web Chain
",Ethereum,9300.0
solend dao,['DeFi'],"Algorithmic, decentralized lending and borrowing protocol on Solana
 Lending and borrowing has proven itself as key in a DeFi ecosystem. However, current products are slow and expensive. On Solana, Solend can scale to being 100x faster and 100x cheaper. Solend aims to be the easiest to use and most secure solution on Solana.
",Solana,14800.0
hunnyplay dao,['Gaming'],"Our (Hunny Finance’s) very own gaming playground with all settlements/payments integrated on BSC for a transparent and secure way of online gaming.
",Binance,25500.0
nowhere dao,['Social'],"Digital 3D spaces for gathering with people face to face.
",Binance,1100.0
rotten swap dao,"['other', 'other', 'other']","Deflationary yield farming token.
",Ethereum,3800.0
ideamarket dao,['other'],"The credibility layer of the internet. If Bitcoin is money without banks, Ideamarket is “credibility without institutions.”
",,0.0
tally dao,"['DAO Tools', 'DeFi']","Voting dashboard, aggregating data from defi protocols’ governance and providing it in real-time for research and analysis
",Ethereum,10200.0
krause house dao,['other'],"Community of hoops fanatics that are crazy enough to purchase and operate an NBA team as a DAO
 
Krause House DAO is an organization with the ultimate goal of owning and
operating an NBA team governed by our members, known as Jerry's. Together, we
will write the consensus rules that will bring the first fan-governed team to
the NBA. The collective of ambitious contributors whose goal is to own an NBA
team describes the underlying mission of DAOs in its purest form: Difficult by
one, achievable by many.
",Ethereum,17600.0
fiatlux dao,"['Social', 'Protocol']","DAO with the mission of highlighting the importance of science and technology to society, while leveraging the power of crypto to fund breakthrough academic research in novel & more accessible ways.
",Ethereum,1200.0
mirror dao,"['Media', 'DAO Tools']","Media/publishing platform DAO
",Ethereum,89400.0
avantgarde finance dao,"['DAO Tools', 'DeFi', 'other']","DeFi Services for Treasury Management, Asset Management & Dapp Developers
",Ethereum,2900.0
game7 dao,"['Grant', 'Investment', 'Gaming']","Game7 is an Autonomous Institution with a $500m treasury managed and deployed by its community. This community will shape capital allocation decisions, define GameFi standards, fund open-source software and help make the gaming industry equitable and fair.
",,0.0
defi alliance dao,"['DAO Tools', 'Protocol']","The leading decentralized finance accelerator
",Ethereum,0.0
mina protocol dao,['Protocol'],"Mina Protocol aims to be a lightweight blockchain that maintains a constant size of just 22 kB, regardless of how many transactions are committed to the network
",Bitcoin,228700.0
cudos dao,"['DAO Tools', 'Protocol']","Powering Smart Contracts, DeFi and the Internet
",Ethereum,48800.0
clarity dao,['DAO Tools'],"Simplest all-in-one workspace for decentralized teams
",Ethereum,5800.0
panvala dao,['Social'],"Network of communities who cooperate and earn perks from Panvala’s shared endowment
",Ethereum,2700.0
sorare dao,['Collector'],"Fantasy football game based around Blockchain, where users can trade players, enter tournaments & compete for prizes
",Ethereum,2500.0
ancient shrooms dao,"['other', 'other', 'other', 'other']","A web3 community focused on the power of medicinal mushroom research and benefits.
",,0.0
originalsdao,"['Social', 'Collector']","📸 99 Original, 1/1 Polaroids By @LoganPaul — One NFT Auctioned Daily
",,0.0
redstone dao,['Protocol'],"Cross-chain solution that takes the best from different chains
",Arweave,7300.0
sourcecred dao,['DAO Tools'],"DAO & community tool to measure & reward value creation
",Ethereum,3900.0
staked dao,['DeFi'],"Opportunity to compound crypto through staking and lending
",Ethereum,7900.0
pocket network dao,['DAO Tools'],"Decentralized RPC protocol to access any blockchain
",Ethereum,58000.0
jpg nft index dao,"['DeFi', 'Investment']","Governance space for the JPG NFT Index token from Index Coop. Governance is provided by the Collectooors NFT holders. https://collectooors.mirror.xyz/
",,0.0
club721 dao,['Collector'],"The best club for NFT-based in Asia, but worldwide friendly.
",Ethereum,58600.0
degenzdao,"['Media', 'Collector']","Degenz is an online community of degenerates punting around crypto and NFTs. We write daily market updates for our members and produce multiple weekly NFT reports on specific projects.
",,0.0
take profit finance dao,['DeFi'],"The first DeFi allowing for a diversified return on your staked tokens. Rewards claimable in stable, low, medium, high risk coins and Cake. Autocompounding!
 TiPiDao is a decentralized reserve currency protocol based on the TPD token and aims at building a community-owned decentralized financial infrastructure for the crypto world.
",Binance,0.0
tethys finance dao,['DeFi'],"One-stop decentralized platform to fulfil all kinds of trading needs with the speed of Metis network
 We believe that in the future, L2 solutions will help Ethereum with scaling. Our mission is to empower the Metis Andromeda network with a fast, secure, reliable, and advanced native decentralized exchange app to handle all kinds of trading needs.
Tethys was released on the 17th of December 2021 on Metis Andromeda network.
",,0.0
stargate dao,"['other', 'other', 'other', 'other', 'other']","Stargate is a fully composable liquidity transport protocol that lives at the heart of Omnichain DeF
",,0.0
doodles dao,['Collector'],"A community-driven collectibles NFT project
",Ethereum,458000.0
chainclubdao,"['other', 'other', 'other', 'other']","Globally leading learning community and media, focusing on DeFi,NFT,Metaverse,ETH2.0,PolkaDot and Web3.0 techs.
",,0.0
blvkhvnd dao,['Gaming'],"The first decentralized esports gaming cooperative (dSports).
",,0.0
consensys mesh dao,"['Investment', 'Protocol', 'other']","Incubator, investor, software provider, educator, and most importantly, an enabler of Ethereum adoption
",Ethereum,4700.0
plaiddao,"['other', 'other', 'other', 'other']","A community of Web3 enthusiasts and promotors for a better era of all
",,0.0
venture dao,['Investment'],"Investment fund branch of MetaCartel
 MetaCartel Ventures (Venture DAO) is a for-profit DAO created by the MetaCartel community for the purposes of making investments into early-stage Decentralized Applications (DApps). It embodies a community-oriented membership structure and offers radical flexibility in participation in a manner that is unparalleled by traditional “venture capital fund” models.
",Ethereum,22200.0
poap dao,"['DAO Tools', 'Social']","POAPs are digital mementos, minted in celebration of life’s remarkable moments.
 POAP allows event organizers to better engage with their audiences by providing a customized experience. POAPs not only offer special designs but allow for a range of integrated services such as private chat rooms, raffles and more.
Users can generate their own POAP collections to prove the places they’ve been to and earn bragging rights.
",Ethereum,130300.00000000001
swift finance dao,['DeFi'],"The first yield farm that requires active management and participation by its farmer, known as an “active rotation harvest-tending” yield farm
",Avalanche,1800.0
hodl hodl dao,['DeFi'],"Lending & trading platform that doesn’t hold funds
",Binance,27700.0
schnoodle đao dao,"['Entertainment', 'DeFi']","$SNOOD is a true trustless and progressive DeFi DAO that bridges key cryptocurrency concepts such as meme, yield farming, NFTs, and multichain interoperability
 Schnoodle is a true trustless and progressive DeFi DAO that bridges key cryptocurrency concepts including meme, yield farming, NFTs, and multichain interoperability. As an investor in Schnoodle, there are many opportunities for you to gain SNOOD tokens. Simply buy and hold (BARK algorithm), farm via the Moon Farming Platform, or earn via Dework.
",Ethereum,1300.0
figment networks dao,"['DeFi', 'Investment']","Staking, middleware, and application layer solutions for institutions and developers investing in and building on Web 3 technology.
",Ethereum,22600.0
portion dao,['Collector'],"The premier online marketplace connecting artists and collectors through Blockchain technology to easily sell, invest and own art and collectibles with complete transparency
",Ethereum,27600.0
fantohm dao,['other'],"Fantohm is a reserve currency protocol forked from Olympus DAO on Fantom chain.
 The FHM Protocol Token functions as a modifiable reserve asset which backs this bridging economy, with its Stakeholders’ DAO governors as the chief line of common sense defence against taking actions that would harm the long term growth of its treasury.
",Fantom,8800.0
monzter minions  dao,"['other', 'other', 'other', 'other', 'other']","Monzter Minions DAO and community funds voting will take place on Discord followed by secondary finalized voting procedures on SnapShot.
",,0.0
woodies dao,"['other', 'other', 'other', 'other']","Woodies is a decentralized web3 entertainment brand with a collection of 9,739 NFTs on the Ethereum blockchain.
",,0.0
ummah dao,"['Metaverse', 'other', 'Social']","Create an Islamic & Autonomous Metaverse Society
 A purely blockchain-based, Islamic metaverse would provide digital native Muslim generations and seekers a platform to learn, socialize, earn, shop, and game while aligning the heart, mind, and life towards Allah.
",,0.0
orochi dao v2 dao,['Social'],"An events-focused DAO born from the @metacartelDAO sponsoring events for @efdevcon and beyond. Developed by @wearekickback
",Ethereum,0.0
sporkdao,['other'],"SporkDAO represents the final leg of the journey towards transitioning ETHDenver to a community owned ecosystem.
 SporkDAO has two main purposes:
To realize the vision of Colorado becoming a destination of choice for Web3 innovation while also becoming the “First Digital State” as announced by Governor Jared Polis in February 2021.
To merge the greater Web3 community with Colorado by providing access to world-class events, experiences, swag, and value creation.
",,0.0
volatility protocol dao,['Protocol'],"DeFi’s source for composable volatility metrics
",Ethereum,15500.0
litedex protocol dao,"['Operating Systems', 'Protocol', 'DeFi']","To provide liquidity services in one platform for higher quality assets, reliable, diverse, democratic, cost-effective and secure trading experience for DeFi users around the world.
 Litedex is a decentralized exchange protocol that adopts the world’s most popular blockchains;
Binance Smart Chain, Ethereum Network, Huobi Eco Chain, Polygon Matic Network, Tron Network,
Polkadot Network and Solana Network. As the first DeFi platform in Indonesia, Litedex also gained the
advantages from some of the best decentralized protocols and create an ecosystem that is very
beneficial for LDX Token holder. Our commitment is to build a DeFi ecosystem within the decentralized
available features to provide liquidity services in one platform for higher quality assets, reliable,
diverse, democratic, cost-effective and secure trading experience for DeFi users around the world.
",,0.0
vectordao,"['other', 'Social']","We’re a collective of application designers & developers contributing work to crypto protocols in order to accelerate their mainstream adoption.
",,0.0
multicoin capital dao,['Investment'],"Investment firm focused on cryptocurrency and blockchain companies
",Ethereum,53600.0
x marketplace dao,"['Social', 'Collector']","X is a community-owned, cross-chain NFT marketplace
 X is a multi-chain decentralised NFT marketplace that is owned and operated by the X community. Governance is provided by the X DAO with voting rights given to users who have staked their X tokens for the veX governance token. We’re a community that celebrates radical self expression and inclusiveness with no prerequisites placed to participate
",Ethereum,5700.0
olympusdao,['Protocol'],"The Olympus protocol sets up a decentralized reserve token that’s collateralled by crypto assets rather than pegged to $US. It relies on diverse, protocol-owned over-collateralization and native compounding incentives.\nCommunity governance …
",Ethereum,206300.0
aragon dao,['other'],"Govern better, together.
Aragon is the leading platform for decentralized governance and DAO tooling.
 Aragon is a suite of applications and services that enable new forms of global communities.
Communities can organize around capital assets, currency, or tokens, which will increase in value as more people hold and use that asset to participate in the community.
By providing the tools for people to turn a community, cause, or even a meme into its own economy, we can unlock a long-tail of DAOs that are not limited just to protocols like Ethereum or Bitcoin.
Aragon not only provides basic financial tools like tokenization but can create reproducible and broadly applicable templates for defining the boundaries of a community and flowing value to contributors over the internet without traditional intermediaries.
But this isn’t science fiction, it’s happening now, and you can be a part of it.
",Ethereum,113900.0
huckleberry dao,['DeFi'],"https://huckleberry.finance
 Huckleberry is a community driven AMM crosschain DEX and lendin’ platform built on Moonriver. Everything we do is community driven which allows all users to have a say in the future direction of the DEX.
",Moonriver,1600.0
decentral games dao,['Protocol'],"Play Free Poker , Earn $ICE , Build Your Own Guild  in the Metaverse
",Ethereum,151500.0
congruentdao,"['Media', 'Social Impact']","Accumulating DeFi protocol governance tokens and developing Governance-as-a-Service products.
",,0.0
synthetix dao,['Protocol'],"A new financial primitive enabling the creation of synthetic assets, offering unique derivatives and exposure to real-world assets on the blockchain. #DeFi
",Ethereum,265000.0
bulldog dao,"['other', 'other', 'other', 'other']","Bulldog aims to become a community focusing on the eco-investment and construction of the “APE universe”
",,0.0
dios finance dao,['other'],"Decentralized Reserve Protocol on Binance Smart Chain.
",,0.0
kogecoin dao,"['DeFi', 'Social']","A community token and yield optimizer on POLYGON
",Polygon,8600.0
weary ape yacht club dao,"['other', 'other', 'other', 'other']","""Weary Ape Yacht Club’’ is a private collection of unique digital NFTs stored as ERC-721 tokens on Polygon blockchain hosted on IPFS.
",,0.0
rabbithole dao,"['DAO Tools', 'DeFi', 'Protocol']","Reward users with unique tokens or rewards for interacting with their smart contracts and testnets
",Ethereum,113200.0
metaclan dao,['Metaverse'],"Crypto native eSports DAO
",Ethereum,0.0
trac student council dao,"['other', 'other', 'other']","DAO for Teen Rebel Ape Club project. 8,888 Rebel Apes Running Wild On The Blockchain.
",,0.0
karameladao,['Social'],"KaramelaDAO is a for-profit decentralized autonomous organization
 Inside Karamela you will find Teams and Projects, with goals that range from education to profitability. We don’t have hierarchy, people are organized in Teams in a free and open way, in which everyone is invited to participate and make additions.
",Polygon,0.0
aleo dao,"['DAO Tools', 'DeFi']","Aleo building the world’s leading developer platform for enabling absolute privacy on blockchains
",Ethereum,83900.0
ratdao art dao,"['other', 'other', 'other', 'other']","Tokenizing & decentralizing the fine art world one $CHEESE token at a time.
",,0.0
crypto chicks dao,['Social'],"The Crypto.Chicks Collection was created to highlight the importance of women in the crypto space and reflects the individuality and uniqueness of every woman.
",Ethereum,15000.0
magipop dao,"['Social', 'Collector', 'Media']","Create and own IPs together in our magipop DAO in a web3 way.
",,0.0
handle finance dao,"['DeFi', 'Protocol']","Tool to create & exchange multi-currency stablecoins backed by ethereum and more
",Ethereum,17200.0
umeko space colony dao,"['other', 'other', 'other', 'other']","Umeko Space Colony NFT has been started to celebrate interactions between alien space friends and earthlings. 🛸👽 Japanese NFT Project 🇯🇵
",,0.0
cult dao,['Social'],"The purpose of CULT is to empower and fund those building and contributing towards our decentalized future.
",,0.0
decred dao,['Protocol'],"Decred: Money Evolved
",Ethereum,54000.0
chiliz dao,['other'],"The world’s first tokenized sports exchange. $CHZ, powering the Socios fan engagement app.
",,0.0
exactly dao,"['DAO Tools', 'DeFi', 'Protocol']","Decentralized, open source and non-custodial credit protocol
",Ethereum,8600.0
polywrap dao,"['DAO Tools', 'Social']","Interact with any web3 protocol from any programming language
",Ethereum,2700.0
mecharcade community wallet dao,"['other', 'other', 'other', 'other']","MechArcade is a generative set of 10,000 Mechs, 3D rendered and ready for battle in the Metaverse.
",,0.0
one / off dao,"['Social', 'Protocol', 'Collector']","Is creating an ecosystem to connect, educate, activate and empower Black Creatives and Collectors on the blockchain.
",Ethereum,2300.0
fishfight.one dao,"['other', 'other', 'other', 'other']","FishFight.one is a collectable $FISH NFT Game. Catch, Fight, Breed & Care for $FISH. Several on-chain data points to be controlled by the voters of this DAO.
",,0.0
omgkirby dao,"['other', 'other', 'other', 'other']","Decentralized artist & community pushing the boundaries of generative music and art.
",,0.0
kylin network dao,['Protocol'],"Offers any applications and blockchains (such as parachains and parathreads) instantaneous but reliable and valid on/off-chain market data and social data sources by leveraging the power of Polkadot/Substrate Framework on open networks
",Kylin,75200.0
signum growth capital dao,"['Venture Capital', 'Media', 'Social']","Signum Capital invests in the distributed ledger technologies and crypto assets. We support game-changing projects that advance us towards the future of blockchain-enabled socioeconomic transformation.
",Ethereum,11200.0
giveth dao,['Social Impact'],"A Decentralized Altruistic Community using blockchain technology to make the world a better place.
",Ethereum,11300.0
metl dao,"['Protocol', 'DeFi']","The highway between your bank account and your digital wallet
",Ethereum,0.0
seed club dao,"['Venture Capital', 'Social', 'Social Impact']","Social token incubator
",Ethereum,44800.0
ankr governance dao,['DAO Tools'],"Build with fast, reliable infrastructure at unbeatable pricing
 Decentralized Web 3 Infrastructure for a better Web 3 World. Nodes, Validators, and Staking solutions. Build, Earn, and Stake with $ANKR
",,0.0
big green dao,"['other', 'other', 'other']","The first non-profit led philanthropic DAO. Big Green is a USA 501c3 non-profit that believes growing food changes lives.
",,0.0
matchboxdao,"['Investment', 'Grant', 'Social']","Matchbox is an ecosystem DAO to ignite and fuel on-chain games on StarkNet
",,0.0
snowdog dao,['other'],"$SDOG is the community-owned memecoin of #Avalanche.
",,0.0
superuman dao,"['other', 'other', 'other', 'other']","SuperUMAn DAO is a tight knit community that helps Defi protocols around the globe have access to Universal markets.
",,0.0
vertex finance dao,"['other', 'other', 'other']","Vertex Finance is the most community-led yield farm. Our goal is long-term sustainability led by the community.
",,0.0
psy finance dao,['DeFi'],"An ecosystem of financial products including PsyOptions, PsyFi, and Fusion
",Solana,5700.0
serum dao,['DeFi'],"Serum brings the speed and convenience of centralized exchanges to DeFi while remaining fully trustless and transparent
 Serum is a protocol and ecosystem that brings unprecedented speed and low transaction costs to decentralized finance. It is built on Solana and is completely permissionless. Ecosystem partners can compose with Serum’s on-chain central limit orderbook to share liquidity and power markets-based features for institutional and retail users.
",Ethereum,241200.0
galaxy digital dao,"['Venture Capital', 'Investment']","Diversified financial services and investment management company in the digital asset, cryptocurrency, and blockchain technology sectors
",,0.0
index coop dao,['Protocol'],"The Index Coop is a community-led initiative making crypto investing simple, accessible, and safe  $DPI $FLI $MVI $BED $GMI $DATA $INDEX
http://indexcoop.com
",Ethereum,64599.99999999999
mutant cats dao,"['other', 'other', 'other']","Earn fractionalized blue-chip NFTs via $FISH & vote in the DAO community.
",Ethereum,27900.0
choicedao,['Social Impact'],"We’re a global community of volunteer activists and Web3 enthusiasts here to fund and engage in the fight for reproductive rights.
 ChoiceDAO was launched in response to the overturn of Roe.
We are a global community of activists joining forces to fight for reproductive rights. Our first goal is to raise $1m+ to fund and engage in the process of change.
",,0.0
element dao,['Social'],"Opensource decentralized alternative to discord with ios + android
",Ethereum,20600.0
the commons stack dao,"['Protocol', 'Social']","Empowering commons-based microeconomies to sustain public goods through a library of open-source web3 components
",Ethereum,8600.0
xdao,"['DAO Tools', 'other']","xDAO is a DAO launcher protocol serving full DAO utilities for permissionless registration, and BUIDLing flexible integrations for DAO governance methods and tools.
 XDAO - MultiChain DAO Ecosystem Built For Decentralized Future, XDAO is the fastest framework to create and manage decentralized autonomous organizations.",Binance,101000.0
basketdao,['DeFi'],"DeFi’s Diversified High-yield savings account
",Ethereum,4600.0
alpaca finance dao,['DeFi'],"It helps lenders earn safe and stable yields, and offers borrowers undercollateralized loans for leveraged yield farming positions, vastly multiplying their farming principals and resulting profits
",Binance,125300.0
loserchick dao,['Gaming'],"Web 3.0 gaming project consisting of Claw Crane Machine, DeFi, and NFT farming
",Polygon,70600.0
otterclam dao,"['Protocol', 'Entertainment']","A DAO-governed Land Where NFTs Make Finance Fun.
",Polygon,9200.0
snowball dao,"['DeFi', 'Protocol']","Snowball is a venture DAO that combines multiple DeFi protocols to create an interconnected experience.
 Snowball is a Decentralized Finance (DeFi) Venture Studio on the Avalanche blockchain, operating for the community by the community. Snowball launched in early March 2021 as the first auto-compounder and stable-asset exchange on the network. Since, we have expanded our product line, starting with the launch of Axial, a stable asset exchange.
Since launch, Snowball has generated over $10 million in rewards for its community and has also launched Axial, the first stable swap on Avalanche. As the team has expanded to over 20 developers, Snowball continues to progress to support its existing products and future endeavors, such as the development of Lava, liquid staking, and acquiring Teddy, a borrowing protocol.
",Avalanche,2900.0
catalandao,['Social'],"CatalanDAO is the next step in social coordination, a collaborative effort to launch the world’s first Digital Nation DAO, where anybody, catalan or not, can join as a digital citizen or a supporter.
",Ethereum,1400.0
the recharge dao,['Protocol'],"Decentralized incentive hub for electric power based ecosystem
 A decentralized incentive solution that connects electric-charging platforms. The Recharge aims to provide a long-term sustainable decentralized ecosystem that can help maximize participating users’ incentives
",Ethereum,61100.0
fraktal dao,"['other', 'other', 'other', 'other']","The Utility Layer for NFTs.
",,0.0
daotaifung dao,"['other', 'other', 'other', 'other']","The first Asian-American DAO growing AAPI community in web3.
",,0.0
hashstack finance dao,['DeFi'],"Hashstack’s Open protocol improves upon the known inefficiencies in the present day decentralized financial lending space
 Hashstack’s Open protocol is DeFi’s only secure non custodial lending solution enabling under-collateralized loans upto 1:3 collateral-to-loan ratio. This means, on Open, you can borrow upto $300 by providing only $100 as a collateral. Of this, you can withdraw $70(i.e. upto 70% collateral), while utilising $230 as in-platform trading capital.
In comparison, defi lending as of today is over collateralised. On average a borrower provides a minimum of 42% excess collateral against the loan they intend to borrow. This creates a systemic design flaw, which is addressed through Open protocol.
What’s Unique

Open is the first meaningful step towards providing autonomous under-collateralised loans. No credit score, no anchorage required.
-Stabler APY & APR, catalysed by compartmentalised deposits, loans & effective asset utilisation.
-Open will bridge assets of other chains such as Ethereum as an expansion of its primary markets

",Avalanche,12200.0
dtraveldao,"['Social', 'other', 'DeFi']","The world’s first home sharing economy for the people, by the people
 As a decentralized autonomous organization, Dtravel is community owned and governed by the very people who use the platform. By hosting or booking a home, you are given a voice to directly affect the policies, vision and direction of Dtravel.
",Ethereum,48600.0
generative dungeon dao,"['Metaverse', 'Entertainment']","Generative Dungeon is the world’s first fully playable, fully customizable, community-driven RPG collection
 Generative Dungeon is the world’s first fully playable, fully customizable, community-driven RPG collection. Each NFT is directly playable on OpenSea or any website, and can be embedded anywhere. With our customization features, Dungeon owners can create unlimited metaverse games for players worldwide or for their own exclusive communities.
The NFTs are backed by the Ethereum blockchain and connect to a NodeJS-based backend. There are plans to open source the backend and fully decentralize so that dungeon owners can even further customize the experience and / or release their own open-source ecosystems.
",,0.0
barnbridge dao,['Protocol'],"The BarnBridge algorithm sets to modify specific cross-DeFi-associated risks by automatically generating derivative markets around them, as hedges.
 BarnBridge is an idea & whitepaper originally conceived in Q2 2019. At the time, MakerDAO was starting to garner mainstream awareness and capture the imagination of what is now known as the DeFi, or decentralized finance, community. Over a year later, with 60% of Global debt yielding less than 1% & over $15 trillion of global debt yielding negative rates, capital continues moving into higher risk yield streams. This is not a coincidence or a trend. Historically speaking, going all the way back to biblical times, working capital chases yield, assuming relatively equal risk.
",Ethereum,38800.0
indiedao,"['other', 'Social']","We match dream projects with dream teams, combining precision engineering with world-class design
 Expert Indie designers and developers worldwide can become members of The 2C Indie DAO. We are building the best freelance network in the world, so that Indies can live their dream, without all the hassle
",,0.0
defi dinos dao,"['Gaming', 'Entertainment']","One of the first NFT projects on Avalanche, DeFi Dinos launched on the C-Chain in October 2021
 One of the first NFT projects on Avalanche, DeFi Dinos launched on the C-Chain in October 2021. Starting as a simple collection of 4,999 unique Dinosaur NFTs, the project has been working hard to introduce additional utility for the DeFi Dinos community. Holders, join our community on Discord and enjoy giveaways and degeneracy. If you prefer your NFTs having more of an active lifestyle, head over to Dino Fight Club.
",Avalanche,0.0
dapp-learning dao,['Social Impact'],"Dapp-Learning
",Ethereum,1200.0
ampleforth dao,['other'],"Learn more about the Ampleforth governance at ampleforth.org/governance
",,0.0
gamedao,"['other', 'other', 'other', 'other']","Empowering creators to build better games through democratization and community ownership.
",,0.0
stacker ventures dao,['Investment'],"Stacker Ventures tokenizes permissionless, crypto seed-stage investment pools, so as to allign investors and investees’ interests and to strategically farm cross-DeFi yield.
",Ethereum,2700.0
dhedge dao,"['other', 'other']","To build a future where everyone has simple and reliable access to financial freedom and stability so that society’s quality of life is improved.
",,0.0
